Frame,Predicted_X,Predicted_Z,Ground_Truth_X,Ground_Truth_Z,Error_X,Error_Z,MSE_X,MSE_Z
23,-1.7375671818723288,23.1377835267074,-1.118651,19.99722,0.6189161818723288,3.1405635267073997,57.0901530499932,36.84737002799966
24,-1.722454592039477,24.13535386666799,-1.17184,20.91368,0.5506145920394769,3.2216738666679916,57.0901530499932,36.84737002799966
25,-1.6540908930478888,25.13189981432145,-1.224279,21.84042,0.4298118930478889,3.2914798143214483,57.0901530499932,36.84737002799966
26,-1.7523334969451345,26.126988245892182,-1.280807,22.77432,0.4715264969451345,3.3526682458921826,57.0901530499932,36.84737002799966
27,-1.7786179056874198,27.126524525167298,-1.334841,23.70953,0.4437769056874199,3.416994525167297,57.0901530499932,36.84737002799966
28,-1.8581460648446986,28.123346941615118,-1.385747,24.65175,0.4723990648446985,3.4715969416151182,57.0901530499932,36.84737002799966
29,-2.04382426307658,29.105903610328195,-1.436633,25.59694,0.6071912630765799,3.5089636103281947,57.0901530499932,36.84737002799966
30,-2.1078194895377194,30.103807443040523,-1.487044,26.54471,0.6207754895377193,3.5590974430405247,57.0901530499932,36.84737002799966
31,-2.1604824136884164,31.10240479337239,-1.538025,27.49627,0.6224574136884164,3.606134793372391,57.0901530499932,36.84737002799966
32,-2.2728524327413058,32.09580637587516,-1.586551,28.45466,0.6863014327413057,3.641146375875163,57.0901530499932,36.84737002799966
33,-2.2051847699585703,33.09198438217432,-1.633363,29.42293,0.5718217699585704,3.6690543821743162,57.0901530499932,36.84737002799966
34,-2.1860490697779955,34.09091420745624,-1.680971,30.39839,0.5050780697779955,3.6925242074562377,57.0901530499932,36.84737002799966
35,-2.2188686039732857,35.09015563819593,-1.728893,31.37765,0.48997560397328566,3.712505638195932,57.0901530499932,36.84737002799966
36,-2.0197272299521534,36.06859616955666,-1.768976,32.35714,0.25075122995215327,3.711456169556662,57.0901530499932,36.84737002799966
37,-2.0276170514581575,37.068000672691085,-1.815834,33.33631,0.21178305145815757,3.7316906726910872,57.0901530499932,36.84737002799966
38,-2.102940455953847,38.06515392316626,-1.870663,34.32021,0.23227745595384697,3.744943923166254,57.0901530499932,36.84737002799966
39,-2.1603224201156004,39.0635044855836,-1.92978,35.33097,0.23054242011560033,3.7325344855835993,57.0901530499932,36.84737002799966
40,-2.217160770419272,40.061632690637346,-1.993748,36.38751,0.2234127704192721,3.674122690637347,57.0901530499932,36.84737002799966
41,-2.209026155713407,41.06136243044651,-2.061112,37.4285,0.14791415571340716,3.632862430446508,57.0901530499932,36.84737002799966
42,-2.2510429396444502,42.06038258095596,-2.126953,38.47151,0.12408993964445036,3.5888725809559574,57.0901530499932,36.84737002799966
43,-2.366168354630481,43.0536953365829,-2.190967,39.50365,0.17520135463048092,3.5500453365828974,57.0901530499932,36.84737002799966
44,-2.50160059618489,44.04399258994437,-2.256115,40.53855,0.2454855961848903,3.5054425899443657,57.0901530499932,36.84737002799966
45,-2.586677277954273,45.040360912339565,-2.32994,41.56111,0.2567372779542727,3.479250912339566,57.0901530499932,36.84737002799966
46,-2.6834860039867974,46.03565487467729,-2.399728,42.58303,0.2837580039867973,3.4526248746772907,57.0901530499932,36.84737002799966
47,-2.787578768257042,47.03022242400542,-2.465214,43.59302,0.32236476825704186,3.43720242400542,57.0901530499932,36.84737002799966
48,-2.9497889373576722,48.014967486383405,-2.535885,44.5979,0.4139039373576723,3.4170674863834023,57.0901530499932,36.84737002799966
49,-3.111578598668358,49.00165497825419,-2.600016,45.59882,0.5115625986683581,3.402834978254184,57.0901530499932,36.84737002799966
50,-3.162245381258553,50.00032541686214,-2.661881,46.59803,0.500364381258553,3.402295416862138,57.0901530499932,36.84737002799966
51,-3.28793963498972,50.9923199218808,-2.728914,47.59275,0.55902563498972,3.399569921880797,57.0901530499932,36.84737002799966
52,-3.4007691186501288,51.985701087135986,-2.800794,48.57856,0.599975118650129,3.407141087135983,57.0901530499932,36.84737002799966
53,-3.528179117769979,52.977534566578036,-2.871336,49.556,0.656843117769979,3.421534566578039,57.0901530499932,36.84737002799966
54,-3.629916557218261,53.97234367366351,-2.937935,50.53773,0.691981557218261,3.434613673663506,57.0901530499932,36.84737002799966
55,-3.7124832940447985,54.9689064711527,-3.002463,51.51845,0.7100202940447984,3.450456471152698,57.0901530499932,36.84737002799966
56,-3.63316816290267,55.96436642871066,-3.065844,52.49501,0.5673241629026702,3.469356428710661,57.0901530499932,36.84737002799966
57,-3.761059123301938,56.95611795432362,-3.130185,53.46498,0.6308741233019379,3.4911379543236194,57.0901530499932,36.84737002799966
58,-3.9593792026487744,57.935996478209994,-3.19152,54.42804,0.7678592026487743,3.507956478209991,57.0901530499932,36.84737002799966
59,-4.112906532624666,58.924110662914124,-3.248811,55.39178,0.864095532624666,3.532330662914127,57.0901530499932,36.84737002799966
60,-4.1986422843283675,59.920283545845756,-3.310922,56.35039,0.8877202843283674,3.5698935458457584,57.0901530499932,36.84737002799966
61,-4.2766977873936955,60.91722585270108,-3.371514,57.31251,0.9051837873936956,3.6047158527010765,57.0901530499932,36.84737002799966
62,-4.408791312643957,61.907940767930754,-3.438994,58.274,0.9697973126439567,3.6339407679307527,57.0901530499932,36.84737002799966
63,-4.552210522977043,62.8975625566898,-3.511313,59.2254,1.0408975229770427,3.6721625566897984,57.0901530499932,36.84737002799966
64,-4.651625704623688,63.892488321767374,-3.579193,60.16633,1.0724327046236883,3.7261583217673717,57.0901530499932,36.84737002799966
65,-4.744999327629823,64.88804686485703,-3.641784,61.09125,1.1032153276298229,3.796796864857029,57.0901530499932,36.84737002799966
66,-4.8479534624847345,65.88235045912397,-3.703384,62.00632,1.1445694624847347,3.8760304591239674,57.0901530499932,36.84737002799966
67,-4.976110811554812,66.8732995096245,-3.776035,62.91678,1.2000758115548122,3.956519509624499,57.0901530499932,36.84737002799966
68,-5.095469756191272,67.8649486973156,-3.84394,63.81519,1.251529756191272,4.049758697315596,57.0901530499932,36.84737002799966
69,-4.919339340957472,68.8332676870604,-3.912602,64.69786,1.0067373409574718,4.135407687060393,57.0901530499932,36.84737002799966
70,-5.089249704803026,69.81740491386832,-3.978228,65.56672,1.1110217048030262,4.250684913868312,57.0901530499932,36.84737002799966
71,-5.323424019899145,70.78760794119816,-4.046625,66.42163,1.276799019899145,4.365977941198167,57.0901530499932,36.84737002799966
72,-5.6446340445775105,71.73332317200213,-4.114442,67.26455,1.5301920445775101,4.46877317200213,57.0901530499932,36.84737002799966
73,-5.955274617853029,72.68336182647921,-4.179994,68.09328,1.7752806178530296,4.590081826479221,57.0901530499932,36.84737002799966
74,-6.099855722283519,73.67271820385014,-4.244856,68.90994,1.8549997222835186,4.762778203850132,57.0901530499932,36.84737002799966
75,-6.108125020568517,74.67033721393625,-4.313021,69.71424,1.795104020568517,4.956097213936246,57.0901530499932,36.84737002799966
76,-6.253282611411278,75.65974020530307,-4.381935,70.50799,1.8713476114112773,5.15175020530306,57.0901530499932,36.84737002799966
77,-6.321934341022919,76.65715419463419,-4.44551,71.28437,1.8764243410229193,5.3727841946341925,57.0901530499932,36.84737002799966
78,-6.099067974950328,77.6230119548749,-4.514875,72.03735,1.5841929749503283,5.585661954874894,57.0901530499932,36.84737002799966
79,-6.08417256444891,78.6211117429785,-4.58021,72.76791,1.5039625644489103,5.853201742978499,57.0901530499932,36.84737002799966
80,-6.21882633325804,79.61180519127224,-4.644343,73.48065,1.5744833332580397,6.131155191272242,57.0901530499932,36.84737002799966
81,-6.195903452124382,80.61136126245076,-4.709494,74.17539,1.4864094521243816,6.435971262450764,57.0901530499932,36.84737002799966
82,-6.34831353575261,81.59928429080625,-4.77573,74.85147,1.5725835357526101,6.747814290806247,57.0901530499932,36.84737002799966
83,-6.337040073639487,82.57952187154402,-4.837515,75.50744,1.4995250736394876,7.072081871544015,57.0901530499932,36.84737002799966
84,-6.340393740726642,83.57891735123755,-4.891889,76.13828,1.4485047407266425,7.440637351237555,57.0901530499932,36.84737002799966
85,-6.376624468292982,84.57743535492259,-4.937677,76.7501,1.438947468292982,7.827335354922582,57.0901530499932,36.84737002799966
86,-6.5071619836067764,85.56851587873224,-4.985837,77.34409,1.5213249836067764,8.224425878732248,57.0901530499932,36.84737002799966
87,-6.631862500184403,86.56047001984084,-5.039038,77.92534,1.5928245001844035,8.63513001984083,57.0901530499932,36.84737002799966
88,-6.786872234853556,87.54820568687799,-5.092732,78.49464,1.6941402348535561,9.053565686877988,57.0901530499932,36.84737002799966
89,-6.76277440793954,88.54791195580059,-5.133801,79.04953,1.6289734079395402,9.498381955800582,57.0901530499932,36.84737002799966
90,-6.8906209387793105,89.5391927346191,-5.159772,79.5923,1.7308489387793102,9.946892734619112,57.0901530499932,36.84737002799966
91,-6.4489838841923275,90.4330825832203,-5.183357,80.12304,1.2656268841923275,10.310042583220294,57.0901530499932,36.84737002799966
92,-6.775669683200638,91.3778915916177,-5.208269,80.63455,1.5674006832006384,10.743341591617693,57.0901530499932,36.84737002799966
93,-6.9592695178921185,92.36084319847771,-5.235209,81.13538,1.7240605178921182,11.225463198477712,57.0901530499932,36.84737002799966
94,-6.908545516500171,93.35946142342361,-5.248892,81.62286,1.6596535165001711,11.736601423423608,57.0901530499932,36.84737002799966
95,-6.949108349828795,94.35863261144038,-5.236828,82.09701,1.712280349828795,12.261622611440387,57.0901530499932,36.84737002799966
96,-6.876727405622742,95.35600966798769,-5.207469,82.55594,1.6692584056227426,12.800069667987685,57.0901530499932,36.84737002799966
97,-6.796065381480949,96.35256665242522,-5.163543,83.00846,1.6325223814809489,13.344106652425225,57.0901530499932,36.84737002799966
98,-6.8028083702794895,97.35253231998269,-5.10562,83.45454,1.6971883702794894,13.897992319982691,57.0901530499932,36.84737002799966
99,-6.656169754753227,98.34171866610825,-5.02956,83.8853,1.6266097547532272,14.456418666108249,57.0901530499932,36.84737002799966
100,-6.406944580303626,99.30996033311887,-4.934649,84.31338,1.4722955803036255,14.996580333118871,57.0901530499932,36.84737002799966
101,-5.888394064743828,100.16360699927918,-4.817297,84.72869,1.071097064743828,15.434916999279181,57.0901530499932,36.84737002799966
102,-5.583648421927092,101.11568057014321,-4.680938,85.1182,0.9027104219270914,15.99748057014321,57.0901530499932,36.84737002799966
103,-5.258514231392533,102.06068388909543,-4.519193,85.50171,0.739321231392533,16.558973889095427,57.0901530499932,36.84737002799966
104,-4.737625219050277,102.91416125814825,-4.336344,85.85373,0.4012812190502766,17.060431258148256,57.0901530499932,36.84737002799966
105,-4.155660276476187,103.72547288090959,-4.130089,86.20001,0.025571276476187066,17.525462880909586,57.0901530499932,36.84737002799966
106,-3.535161936331364,104.50798396410472,-3.903866,86.52588,0.36870406366863584,17.982103964104724,57.0901530499932,36.84737002799966
107,-2.9016935427801074,105.28174392363711,-3.65638,86.8121,0.7546864572198926,18.469643923637108,57.0901530499932,36.84737002799966
108,-2.172872416419424,105.96418362727748,-3.393066,87.09558,1.220193583580576,18.86860362727748,57.0901530499932,36.84737002799966
109,-1.4744880786210386,106.67981002098017,-3.115393,87.34503,1.6409049213789615,19.334780020980176,57.0901530499932,36.84737002799966
110,-1.4785722091981774,107.67511967312443,-2.817803,87.59401,1.3392307908018226,20.08110967312443,57.0901530499932,36.84737002799966
111,-0.6205834581650536,108.18693127437133,-2.508137,87.8201,1.8875535418349465,20.366831274371336,57.0901530499932,36.84737002799966
112,0.24827262310895426,108.68032216875527,-2.182602,88.00813,2.4308746231089544,20.672192168755274,57.0901530499932,36.84737002799966
113,1.147691517440875,109.11657012997657,-1.847638,88.18799,2.995329517440875,20.928580129976567,57.0901530499932,36.84737002799966
114,2.0327888536974297,109.581975529363,-1.511055,88.34349,3.54384385369743,21.238485529363004,57.0901530499932,36.84737002799966
115,2.9456220300791682,109.99024475387037,-1.165582,88.50204,4.111204030079168,21.488204753870377,57.0901530499932,36.84737002799966
116,3.8904099985880762,110.31615384533164,-0.8110714,88.64159,4.701481398588077,21.674563845331647,57.0901530499932,36.84737002799966
117,4.860571571686637,110.55739972245007,-0.4500223,88.74795,5.3105938716866365,21.80944972245007,57.0901530499932,36.84737002799966
118,5.832513426288226,110.79261470416073,-0.07268361,88.83995,5.905197036288226,21.952664704160725,57.0901530499932,36.84737002799966
119,6.786671713371104,111.09171749366588,0.3020916,88.93047,6.484580113371104,22.161247493665883,57.0901530499932,36.84737002799966
120,7.730428118382849,111.4211015127807,0.676345,89.02315,7.054083118382849,22.397951512780693,57.0901530499932,36.84737002799966
121,8.725484056509455,111.52000383676837,1.050891,89.12503,7.674593056509455,22.394973836768372,57.0901530499932,36.84737002799966
122,9.706576198490612,111.71083161172693,1.434583,89.21056,8.271993198490613,22.50027161172693,57.0901530499932,36.84737002799966
123,10.694763394772492,111.86389135044328,1.83291,89.27715,8.861853394772492,22.586741350443276,57.0901530499932,36.84737002799966
124,11.637361519578825,112.19132614523674,2.240743,89.3295,9.396618519578825,22.861826145236748,57.0901530499932,36.84737002799966
125,12.634944196609718,112.25230385288137,2.66275,89.3721,9.972194196609717,22.880203852881365,57.0901530499932,36.84737002799966
126,13.629480470971483,112.34788747759146,3.089762,89.41899,10.539718470971483,22.928897477591462,57.0901530499932,36.84737002799966
127,14.62189760305419,112.45804106527306,3.53677,89.47222,11.08512760305419,22.985821065273072,57.0901530499932,36.84737002799966
128,15.617502242175995,112.5419660633088,4.002128,89.52059,11.615374242175996,23.021376063308807,57.0901530499932,36.84737002799966
129,16.616984086919278,112.51004375368038,4.475771,89.55606,12.141213086919278,22.953983753680376,57.0901530499932,36.84737002799966
130,17.612572103784043,112.60195128065341,4.962461,89.58341,12.650111103784042,23.01854128065341,57.0901530499932,36.84737002799966
131,18.605027552109537,112.71589751058139,5.460049,89.60332,13.144978552109537,23.11257751058139,57.0901530499932,36.84737002799966
132,19.593471911268278,112.74476291487412,5.974572,89.62101,13.618899911268278,23.123752914874117,57.0901530499932,36.84737002799966
133,20.587990187551235,112.83700369695228,6.504623,89.63826,14.083367187551236,23.198743696952278,57.0901530499932,36.84737002799966
134,21.585048851723386,112.88912859747906,7.050381,89.65473,14.534667851723386,23.234398597479057,57.0901530499932,36.84737002799966
135,22.58015518700592,112.98578789951598,7.614093,89.67153,14.966062187005921,23.31425789951598,57.0901530499932,36.84737002799966
136,23.558602919653865,113.17313459185775,8.197957,89.68785,15.360645919653864,23.48528459185775,57.0901530499932,36.84737002799966
137,23.594203600230635,113.97429852162509,8.800912,89.70167,14.793291600230635,24.272628521625094,57.0901530499932,36.84737002799966
138,24.58478179032848,113.87015697292722,9.42023,89.70786,15.164551790328481,24.162296972927223,57.0901530499932,36.84737002799966
139,25.580711832025322,113.95274175832833,10.05978,89.71666,15.520931832025322,24.236081758328325,57.0901530499932,36.84737002799966
140,26.58061659121928,113.95672868025547,10.71458,89.71954,15.86603659121928,24.23718868025547,57.0901530499932,36.84737002799966
141,27.58021934425919,113.98430251571288,11.38837,89.72145,16.19184934425919,24.26285251571288,57.0901530499932,36.84737002799966
142,28.5782305754117,114.03280115717814,12.07462,89.72018,16.5036105754117,24.312621157178143,57.0901530499932,36.84737002799966
143,29.43658893348285,114.39849152817433,12.7819,89.72729,16.65468893348285,24.671201528174336,57.0901530499932,36.84737002799966
144,30.436134779975124,114.39646549284302,13.50501,89.73868,16.93112477997512,24.65778549284302,57.0901530499932,36.84737002799966
145,31.419836477890264,114.50750438921447,14.24395,89.75239,17.175886477890266,24.75511438921447,57.0901530499932,36.84737002799966
146,32.41924331878835,114.53976851724937,15.0026,89.77631,17.416643318788346,24.763458517249376,57.0901530499932,36.84737002799966
147,33.41790404643871,114.57596385309354,15.77368,89.80526,17.64422404643871,24.770703853093536,57.0901530499932,36.84737002799966
148,34.41549742386543,114.64525335135328,16.56055,89.84339,17.854947423865433,24.801863351353276,57.0901530499932,36.84737002799966
149,35.41431476555736,114.59675209468173,17.35473,89.88363,18.059584765557357,24.713122094681736,57.0901530499932,36.84737002799966
150,36.41302326093482,114.64755881055608,18.15651,89.92948,18.25651326093482,24.71807881055608,57.0901530499932,36.84737002799966
151,37.41159545434382,114.67366517247922,18.95996,89.97884,18.45163545434382,24.694825172479213,57.0901530499932,36.84737002799966
152,38.41021563128536,114.66915625825348,19.76819,90.03338,18.64202563128536,24.635776258253486,57.0901530499932,36.84737002799966
153,39.4041813790349,114.77634519077823,20.58193,90.08278,18.822251379034903,24.69356519077823,57.0901530499932,36.84737002799966
154,40.40266374618998,114.8314173460968,21.39947,90.13241,19.00319374618998,24.699007346096806,57.0901530499932,36.84737002799966
155,41.397976793733974,114.92466225485548,22.21735,90.18269,19.180626793733975,24.741972254855483,57.0901530499932,36.84737002799966
156,42.3952809061902,114.99264148132207,23.03432,90.22769,19.3609609061902,24.764951481322072,57.0901530499932,36.84737002799966
157,43.382109251273064,115.07953273140346,23.85148,90.27374,19.530629251273066,24.805792731403457,57.0901530499932,36.84737002799966
158,44.3810159264122,115.12438310506842,24.6666,90.31732,19.714415926412205,24.807063105068423,57.0901530499932,36.84737002799966
159,45.38095862475308,115.12222205313932,25.47837,90.365,19.902588624753076,24.75722205313933,57.0901530499932,36.84737002799966
160,46.38025829499244,115.14250260540688,26.2888,90.41153,20.09145829499244,24.730972605406876,57.0901530499932,36.84737002799966
161,47.37795599758499,115.21007738514332,27.10009,90.45782,20.27786599758499,24.752257385143324,57.0901530499932,36.84737002799966
162,48.37777271983607,115.20525869567842,27.90992,90.49922,20.467852719836067,24.70603869567843,57.0901530499932,36.84737002799966
163,49.3773955271689,115.18541381366046,28.7218,90.53737,20.6555955271689,24.648043813660465,57.0901530499932,36.84737002799966
164,50.377105878630694,115.1744298775143,29.53344,90.56802,20.843665878630695,24.606409877514295,57.0901530499932,36.84737002799966
165,51.3764689394938,115.20965106046688,30.34032,90.58889,21.0361489394938,24.620761060466876,57.0901530499932,36.84737002799966
166,52.37605095248332,115.19559648874996,31.14204,90.60259,21.234010952483317,24.59300648874995,57.0901530499932,36.84737002799966
167,53.37602704917271,115.1891229784731,31.94324,90.60409,21.432787049172713,24.585032978473095,57.0901530499932,36.84737002799966
168,54.37447645677831,115.13353707234579,32.74069,90.59833,21.63378645677831,24.535207072345784,57.0901530499932,36.84737002799966
169,55.373787432509154,115.1015839880233,33.53267,90.58651,21.84111743250915,24.51507398802329,57.0901530499932,36.84737002799966
170,56.37091015392092,115.04264728696198,34.32424,90.56241,22.046670153920914,24.48023728696198,57.0901530499932,36.84737002799966
171,57.36991569166407,114.99867692143775,35.11039,90.52962,22.259525691664066,24.469056921437755,57.0901530499932,36.84737002799966
172,58.35253411141761,115.17893236178172,35.88915,90.49003,22.46338411141761,24.688902361781714,57.0901530499932,36.84737002799966
173,58.73252326208117,116.08949232448408,36.66363,90.44253,22.068893262081176,25.64696232448408,57.0901530499932,36.84737002799966
174,59.70904421153819,115.8761818107642,37.43083,90.38673,22.27821421153819,25.489451810764194,57.0901530499932,36.84737002799966
175,60.69616642500585,115.71632444786628,38.18958,90.32361,22.50658642500585,25.392714447866283,57.0901530499932,36.84737002799966
176,61.677290628354065,115.52300711931915,38.94049,90.25165,22.736800628354068,25.27135711931915,57.0901530499932,36.84737002799966
177,62.66100561381884,115.34483463253277,39.68363,90.17629,22.977375613818836,25.16854463253277,57.0901530499932,36.84737002799966
178,63.64430902857695,115.16288615428002,40.41876,90.09176,23.22554902857695,25.071126154280023,57.0901530499932,36.84737002799966
179,64.6225616627297,114.96279418697502,41.14574,90.0029,23.47682166272969,24.95989418697502,57.0901530499932,36.84737002799966
180,65.59320298614503,114.72322298507908,41.86324,89.91031,23.729962986145033,24.81291298507908,57.0901530499932,36.84737002799966
181,66.55512369421956,114.44995085880397,42.57483,89.81611,23.98029369421956,24.63384085880398,57.0901530499932,36.84737002799966
182,67.0286663422543,115.29259004346932,43.27463,89.72399,23.754036342254295,25.568600043469317,57.0901530499932,36.84737002799966
183,67.96283972745877,114.93623957269469,43.95946,89.63442,24.00337972745877,25.301819572694683,57.0901530499932,36.84737002799966
184,68.91326046357605,114.62826235374528,44.63116,89.54649,24.28210046357605,25.08177235374528,57.0901530499932,36.84737002799966
185,69.84734559386739,114.27126243943627,45.28497,89.46022,24.562375593867387,24.811042439436264,57.0901530499932,36.84737002799966
186,70.79549107407979,113.98351571378913,45.9228,89.37856,24.87269107407979,24.60495571378914,57.0901530499932,36.84737002799966
187,71.68429680974451,113.5321259452662,46.54259,89.3065,25.141706809744512,24.225625945266202,57.0901530499932,36.84737002799966
188,72.62823347885387,113.21052055925603,47.14397,89.24451,25.48426347885387,23.96601055925602,57.0901530499932,36.84737002799966
189,73.59942231284325,112.97738644111197,47.72631,89.19325,25.873112312843247,23.78413644111197,57.0901530499932,36.84737002799966
190,74.33336301941908,113.61634824205247,48.28879,89.1528,26.044573019419083,24.463548242052468,57.0901530499932,36.84737002799966
191,75.27580306164964,113.2933038858649,48.83147,89.12695,26.444333061649637,24.166353885864908,57.0901530499932,36.84737002799966
192,76.26063139565768,113.12212231276935,49.36647,89.12113,26.894161395657683,24.000992312769355,57.0901530499932,36.84737002799966
193,77.23988856283341,112.9204906197518,49.89376,89.13018,27.346128562833414,23.790310619751807,57.0901530499932,36.84737002799966
194,77.8071435453411,113.74363501613055,50.4167,89.14842,27.390443545341107,24.595215016130552,57.0901530499932,36.84737002799966
195,78.79453246545158,113.58849618978702,50.93941,89.19154,27.85512246545158,24.39695618978702,57.0901530499932,36.84737002799966
196,79.7872265653434,113.48412081991276,51.45679,89.25586,28.330436565343405,24.228260819912762,57.0901530499932,36.84737002799966
197,80.78242269569125,113.38660400876479,51.96384,89.33556,28.818582695691255,24.05104400876479,57.0901530499932,36.84737002799966
198,81.77276001855337,113.34000030916397,52.46407,89.45093,29.30869001855337,23.88907030916397,57.0901530499932,36.84737002799966
199,82.77100496283626,113.39237912504824,52.95984,89.59271,29.81116496283626,23.79966912504824,57.0901530499932,36.84737002799966
200,83.76222681125826,113.51874582151683,53.43056,89.75037,30.33166681125826,23.768375821516827,57.0901530499932,36.84737002799966
201,84.74357647531578,113.70499542532238,53.88945,89.94526,30.85412647531578,23.759735425322376,57.0901530499932,36.84737002799966
202,85.73016306828725,113.8681824336051,54.33154,90.16419,31.398623068287257,23.703992433605094,57.0901530499932,36.84737002799966
203,86.67803056554575,114.17966086292009,54.73889,90.3886,31.939140565545756,23.79106086292009,57.0901530499932,36.84737002799966
204,87.57880948142166,114.61372816913293,55.13319,90.66097,32.44561948142166,23.95275816913292,57.0901530499932,36.84737002799966
205,88.42654649384689,115.142540147369,55.49149,90.9416,32.935056493846886,24.20094014736901,57.0901530499932,36.84737002799966
206,89.27265405610919,115.67555199978493,55.83593,91.27112,33.43672405610919,24.404431999784933,57.0901530499932,36.84737002799966
207,90.11522192854602,116.21181748589636,56.15845,91.6203,33.95677192854602,24.59151748589636,57.0901530499932,36.84737002799966
208,90.91306625692665,116.81439084145671,56.44855,91.96615,34.46451625692666,24.848240841456715,57.0901530499932,36.84737002799966
209,91.64314687836048,117.49585608301881,56.72244,92.35602,34.920706878360484,25.139836083018807,57.0901530499932,36.84737002799966
210,92.34044829607737,118.21231068014372,56.96793,92.76492,35.37251829607737,25.447390680143712,57.0901530499932,36.84737002799966
211,92.96496470048204,118.9903381886796,57.17528,93.17127,35.78968470048204,25.819068188679594,57.0901530499932,36.84737002799966
212,93.58762179616275,119.7720835089899,57.37005,93.61062,36.21757179616275,26.161463508989897,57.0901530499932,36.84737002799966
213,94.10100744983164,120.62674370849554,57.53992,94.0612,36.56108744983164,26.56554370849554,57.0901530499932,36.84737002799966
214,94.66085036897077,121.45509793037718,57.68438,94.50798,36.97647036897077,26.947117930377175,57.0901530499932,36.84737002799966
215,95.2411514901463,122.26945117295618,57.81242,94.9816,37.42873149014629,27.28785117295618,57.0901530499932,36.84737002799966
216,95.71398598925292,123.14962970073552,57.9272,95.44688,37.78678598925292,27.702749700735524,57.0901530499932,36.84737002799966
217,96.25442552083295,123.99095234007133,58.04176,95.92488,38.21266552083296,28.06607234007133,57.0901530499932,36.84737002799966
218,96.78805473739547,124.83195262792476,58.16224,96.40217,38.62581473739547,28.429782627924766,57.0901530499932,36.84737002799966
219,97.24068001363165,125.72259423324785,58.27731,96.88437,38.963370013631646,28.838224233247843,57.0901530499932,36.84737002799966
220,97.71266990241588,126.60404624329584,58.38327,97.38035,39.32939990241588,29.223696243295834,57.0901530499932,36.84737002799966
221,98.17105487114178,127.49220694549648,58.48694,97.88806,39.68411487114178,29.60414694549648,57.0901530499932,36.84737002799966
222,98.6028009957348,128.39301719548013,58.58946,98.40345,40.013340995734794,29.98956719548012,57.0901530499932,36.84737002799966
